codigo_zapimoveis,data_criacao,codigo_anunciante,imobiliaria,data_coleta,valor,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,numberOfSuites,PETS_ALLOWED,POOL,ELEVATOR,INTERCOM,PORCELAIN,BARBECUE_GRILL,SERVICE_AREA,LAVABO,KITCHEN,GYM,GARDEN,FURNISHED,GOURMET_KITCHEN,LUNCH_ROOM,TEEN_SPACE,FOOTBALL_FIELD,NATURAL_VENTILATION,AMERICAN_KITCHEN,GATED_COMMUNITY,GUEST_PARKING,RECREATION_AREA,SQUARE,PATROL,PET_SPACE,ADULT_POOL,ELECTRONIC_GATE,PARKING,DISABLED_ACCESS,GRASS,SECURITY_CABIN,CHILDRENS_POOL,INTEGRATED_ENVIRONMENTS,AIR_CONDITIONING,SECURITY_CAMERA,TOYS_PLACE,PLAYGROUND,DINNER_ROOM,GAMES_ROOM,CONCIERGE_24H,PARTY_HALL,SAFETY_CIRCUIT,GOURMET_SPACE,SPORTS_COURT,CINEMA,BACKYARD,COPA,BALCONY,ENTRANCE_HALL,COWORKING,POOL_BAR,GOURMET_BALCONY,PANORAMIC_VIEW,DECK,INTERNET_ACCESS,WATER_TANK,GREEN_SPACE,LAUNDRY,ALARM_SYSTEM,BATHROOM_CABINETS,LARGE_KITCHEN,CLOSET,EMPLOYEE_DEPENDENCY,LARGE_ROOM,DEPOSIT,BUILTIN_WARDROBE,BEDROOM_WARDROBE,FULL_FLOOR,HOME_OFFICE,KITCHEN_CABINETS,SQUASH,TENNIS_COURT,HIGH_CEILING_HEIGHT,PANTRY,BICYCLES_PLACE,RECEPTION,ZEN_SPACE,WHIRLPOOL,MEETING_ROOM,MOUNTAIN_VIEW,SANCA,PRIVATE_POOL,SAUNA,BLINDEX_BOX,COVENTION_HALL,SERVICE_ENTRANCE,MASSAGE_ROOM,SPA,HIKING_TRAIL,SOLAR_ENERGY,SERVICE_BATHROOM,FIREPLACE,SLAB,STAIR,ECO_GARBAGE_COLLECTOR,PAVED_STREET,ELECTRIC_GENERATOR,PLANNED_FURNITURE,MASSAGE,BEAUTY_ROOM,MEZZANINE,ADMINISTRATION,STORES,BARBECUE_BALCONY,CARETAKER,ELETRIC_CHARGER,ARMORED_SECURITY_CABIN,LARGE_WINDOW,SMART_CONDOMINIUM,HEATING,ALUMINUM_WINDOW,LAKE_VIEW,FRUIT_TREES,POMAR,HEATED_POOL,TREE_CLIMBING,GOLF_FIELD,SOUNDPROOFING,COLD_FLOOR,SERVICE_ROOM,LAKE,SEA_VIEW,PIZZA_OVEN,WATCHMAN,BAR,DIGITAL_LOCKER,FENCE,SEMI_OLYMPIC_POOL,CABLE_TV,SAND_PIT,WALL_BALCONY,INDOOR_SOCCER,BEAUTY_CENTER,BATHTUB,SMART_APARTMENT,DRESS_ROOM2,REDARIO,WELL,SIDE_ENTRANCE,SMALL_ROOM,COVERAGE,CARETAKER_HOUSE,COOKER,BARN,SOLARIUM,LAMINATED_FLOOR,VEGETABLE_GARDEN,RESTAURANT,COFFEE_SHOP,CORNER_PROPERTY,REFLECTING_POOL,GEMINADA,GAS_SHOWER,FITNESS_ROOM,WALLS_GRIDS,REVERSIBLE_ROOM,DIVIDERS,RAISED_FLOOR,BACKGROUND_HOUSE,CLIMBING_WALL,DOG_KENNEL,HEADQUARTERS,HALF_FLOOR,RIVER,LIBRARY,LAND,VINYL_FLOOR,HOT_TUB,THERMAL_INSULATION,COVERED_POOL,PLATIBANDA,CHILDREN_CARE,AQUARIUM
2741332293,11/09/2024,AP0905,Bens Imobiliaria E Empreendimentos Ltda - Me,10/07/2025,R$ 930.000,R$ 1.100,R$ 1.500,"Rua Félix Carolino Barbosa - Lauritzen , Campina Grande - PB",250 m²,3 quartos,5 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793509600,02/04/2025,720881008-102,Re/Max Viva Imóveis,10/07/2025,R$ 550.000,R$ 280,R$ 738,"Avenida Marechal Floriano Peixoto - Serrotão , Campina Grande - PB",184 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814296716,15/06/2025,AP2899,Negocialle Imovéis Ltda,10/07/2025,R$ 199.990,R$ 120,não informado,"Jardim Paulistano, Campina Grande - PB",64 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734816791,13/08/2024,CCDEAVLLGSDEST01,Elsom Mendes,10/07/2025,R$ 295.000,R$ 126,não informado,"Avenida Francisco Lopes de Almeida, 986 - Serrotão , Campina Grande - PB",66 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539492301,28/10/2021,DENVER3,Hc Construções,10/07/2025,R$ 238.000,R$ 220,não informado,"Rua Francisco Ernesto do Rego, 1591 - Cruzeiro, Campina Grande - PB",70 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739846954,04/09/2024,APFCA_1-3226738,Hamilton Da Costa Agra Neto,10/07/2025,R$ 295.000,R$ 400,não informado,"Rua Fernando Barbosa de Melo, 510 - Sandra Cavalcante , Campina Grande - PB",70 m²,3 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751639161,24/10/2024,EcovD,Facilita Imóveis,10/07/2025,R$ 560.000,não informado,não informado,"Rua Manoel Mota, 1913 - Bodocongo, Campina Grande - PB",96 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800061231,23/04/2025,KUF0VP,Diego Costa Halule,10/07/2025,R$ 600.000,não informado,não informado,"Rua Salvino de Oliveira Neto, 640 - Jardim Tavares, Campina Grande - PB",125 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802380630,01/05/2025,10600VF,Januário,10/07/2025,R$ 345.000,R$ 126,não informado,"Avenida Francisco Lopes de Almeida, 2000 - Malvinas, Campina Grande - PB",75 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800880430,26/04/2025,CA0541,Bens Imobiliaria E Empreendimentos Ltda - Me,10/07/2025,R$ 175.000,isento,não informado,"Rua Doutor Raimundo Maia de Oliveira, 1616 - Três Irmãs , Campina Grande - PB",57 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819539732,07/07/2025,UNIQ,Paulo Henrique Maia Nascimento,10/07/2025,R$ 194.000,R$ 250,não informado,"Rua Capitão João Alves de Lira, 1800 - Prata, Campina Grande - PB",45 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811732229,05/06/2025,720291010-112,Re/Max Empreender,10/07/2025,R$ 560.000,não informado,não informado,"Rua Pastor Robert Reid Kally, Nº234 - Mirante, Campina Grande - PB",274 m²,4 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803968540,07/05/2025,489,So Ofertas Imoveis Imobiliaria Eireli - Me,10/07/2025,R$ 223.000,R$ 100,isento,"Rua Espírito Santo, 1763 - Jardim Paulistano, Campina Grande - PB",26 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814595959,16/06/2025,AP0276,Lyra E Aragão Imobiliária,10/07/2025,R$ 145.000,isento,não informado,"Rua Maria da Guia Muniz Albuquerque - Serrotão , Campina Grande - PB",43 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655099979,11/09/2023,223023,Selena Maria Mello Galdino,10/07/2025,R$ 140.000,isento,isento,"Rua Irineu Joffily, 36 - Centro, Campina Grande - PB",81 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794059614,04/04/2025,AP2819,Negocialle Imovéis Ltda,10/07/2025,R$ 360.000,R$ 700,R$ 510,"Catole, Campina Grande - PB",93 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767030681,28/12/2024,720291003-140,Re/Max Empreender,10/07/2025,R$ 220.000,não informado,R$ 313,"Rua José Severino da Costa - Cuités, Campina Grande - PB",74 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576182464,16/08/2022,CCLAURIPORDSOL,Elsom Mendes,10/07/2025,R$ 1.100.000,isento,isento,"Rua Engenheiro José Bezerra - Mirante, Campina Grande - PB",298 m²,4 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631031056,08/05/2023,888997,Fabiane C. Estrela,10/07/2025,R$ 2.600.000,R$ 980,não informado,"Avenida Engenheiro José Celino Filho, 717 - Mirante, Campina Grande - PB",428 m²,6 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783118417,01/03/2025,CA1220,Negocialle Imovéis Ltda,10/07/2025,R$ 3.000.000,isento,não informado,"Jardim Tavares, Campina Grande - PB",400 m²,5 quartos,5 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704383063,05/04/2024,412_2-2748932,Bruno Weslley De Araújo,10/07/2025,R$ 307.000,R$ 350,não informado,"Rua Álvaro de Araújo Pereira - Jardim Tavares, Campina Grande - PB",62 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682330756,10/01/2024,CCKIKOGRDNOBNCO01,Elsom Mendes,10/07/2025,R$ 725.000,não informado,isento,"Avenida Manoel Tavares, 1111 - Alto Branco, Campina Grande - PB",150 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078856,17/01/2025,155022,Fa Negócios Imobiliários,10/07/2025,R$ 298.353,isento,isento,"Rua Aluísio Cunha Lima - Catole, Campina Grande - PB",56 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783697618,03/03/2025,1300000,Selena Maria Mello Galdino,10/07/2025,R$ 1.300.000,não informado,não informado,"Liberdade, Campina Grande - PB",250 m²,4 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657542553,23/09/2023,260000,Selena Maria Mello Galdino,10/07/2025,R$ 2.600.000,não informado,não informado,"Mirante, Campina Grande - PB",352 m²,4 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798038513,16/04/2025,13ACIQB,Paulo Henrique Maia Nascimento,10/07/2025,R$ 313.000,R$ 400,não informado,"Rua Vigário Virgínio, 499 - Jardim Tavares, Campina Grande - PB",80 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819995714,09/07/2025,AP2919,Negocialle Imovéis Ltda,10/07/2025,R$ 599.000,R$ 530,R$ 889,"Centro, Campina Grande - PB",100 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716558745,22/05/2024,CA0103,Gesse Barbosa De Menezes Neto,10/07/2025,R$ 270.000,isento,R$ 600,"Rua Vigário Virgínio, 176 - Santo Antônio, Campina Grande - PB",250 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801971136,30/04/2025,CG,Paulo Henrique Maia Nascimento,10/07/2025,R$ 161.000,R$ 250,não informado,"Rua Adolfo José Amaral, 22 - Sandra Cavalcante , Campina Grande - PB",25 m²,1 quarto,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814751648,17/06/2025,APTREND,Thiago Da Silva Carvalho,10/07/2025,R$ 251.824,não informado,não informado,"Rua Rosângela dos Santos Vidal, 8 - Catole, Campina Grande - PB",47 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790735230,25/03/2025,AP1279,Enleve Negócios Imobiliários,10/07/2025,R$ 620.000,R$ 698,não informado,"Catole, Campina Grande - PB",124 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678042651,21/12/2023,374_2-2698971,Bruno Weslley De Araújo,10/07/2025,R$ 949.000,R$ 400,não informado,"Santa Terezinha , Campina Grande - PB",750 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770940195,13/01/2025,AP0918,Bens Imobiliaria E Empreendimentos Ltda - Me,10/07/2025,R$ 320.000,R$ 460,R$ 516,"Rua Alice Luna Pequeno, 60 - Catole, Campina Grande - PB",87 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665102726,27/10/2023,CA0031,Lyra E Aragão Imobiliária,10/07/2025,R$ 289.900,isento,não informado,"Rua Projetada, s/n - Mutirão do Serrotão - Serrotão , Campina Grande - PB",66 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764761764,17/12/2024,CCZ105TERRAGRA,Elsom Mendes,10/07/2025,R$ 1.050.000,não informado,não informado,"Avenida João Wallig, 2405 - Itararé, Campina Grande - PB",168 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739847739,04/09/2024,CASAFA_1-3206431,Hamilton Da Costa Agra Neto,10/07/2025,R$ 598.000,não informado,não informado,"Rua Rita Alves Ramos - Itararé, Campina Grande - PB",250 m²,3 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767439717,29/12/2024,Fabricio Premium,Mauricio Amorim,10/07/2025,R$ 690.000,não informado,não informado,"Rua Maria Vieira César, 75 - Jardim Tavares, Campina Grande - PB",250 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760552428,01/12/2024,481_2-3333080,Bruno Weslley De Araújo,10/07/2025,R$ 251.824,R$ 200,não informado,"Rua Rosângela dos Santos Vidal, 1 - Sandra Cavalcante , Campina Grande - PB",47 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809749046,28/05/2025,B4AV07,Diego Costa Halule,10/07/2025,R$ 390.000,isento,não informado,"Rua Santa Cecília, 634 - Santo Antônio, Campina Grande - PB",250 m²,4 quartos,5 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693063609,23/02/2024,1PUOV07,Diego Costa Halule,10/07/2025,R$ 1.650.000,não informado,não informado,"Avenida João Wallig, 2405 - Itararé, Campina Grande - PB",250 m²,4 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788438826,18/03/2025,3UG7G0X,Vinícius S. Santos,10/07/2025,R$ 630.000,R$ 674,não informado,"Rua Salviano da Costa Agra, 145 - Alto Branco, Campina Grande - PB",110 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585959777,19/10/2022,BVCG 100,Mauricio Amorim,10/07/2025,R$ 920.000,isento,isento,"Rua José Alves de Souza, 1 - Jardim Tavares, Campina Grande - PB",350 m²,6 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819568634,07/07/2025,f57c7d,Vinícius S. Santos,10/07/2025,R$ 270.000,R$ 288,isento,"Rua Deputado Norberto Leal, 600 - Alto Branco, Campina Grande - PB",69 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
